x y z
1.253914196307292883e+01 7.324688177871873762e+00 2.294597531790622646e+00
-5.471700293070389520e+00 1.981038796890676679e+01 6.567998259707349185e+00
5.010336772825048968e+00 1.841327843445397860e+01 -2.852800173093492653e+00
-1.773716322290622927e+00 2.093022500106878070e+01 -1.068485096951757463e+01
-6.351931644890012052e+00 1.525687562844529843e+01 5.909060393850973369e+00
1.053414485852819737e+01 1.512514558055480052e+01 7.978544937002967963e+00
5.121132745432095845e+00 1.883892584453509045e+01 -2.714022920490005042e+00
8.459581297944732015e+00 1.153645421158474571e-01 1.046598407148462861e+01
6.271580630001661660e+00 1.442466931940452746e+01 2.055901989565083188e+00
-2.944054648595852086e+00 3.149804673855271187e+00 -1.030499686150258931e+01
6.198302011009742429e+00 2.033670427624091559e+01 -9.759467859016064395e+00
-3.960323161263522795e+00 1.603489624637249022e+01 7.349091957455368807e+00
1.109412000950411503e+01 4.283428181092133746e-01 -4.946607143580025401e+00
3.097826898431701448e+00 2.167486850905494311e+00 -4.340138657161913827e+00
-5.687015397870773370e+00 4.502198390409972717e+00 -8.729002813262122018e+00
-8.090313825719983143e+00 1.839923003827657055e+01 3.889362755961290663e+00
-1.654861554283441061e+00 9.715105475684431724e+00 7.889051418314320330e+00
1.058141236462413204e+01 5.595496713380476717e-01 7.904697378200665092e+00
5.300733703377444428e+00 8.969043852197149391e+00 -2.468552124825700744e+00
3.464518747305436186e-01 8.717633981000506793e+00 -4.772299217557685935e+00
1.166828762634825800e+01 1.584571836712232340e+00 5.792998101574810654e+00
-5.972651032594104015e-01 9.106875163408659546e+00 7.906850208180815187e+00
-9.107193026857126839e+00 7.705986729712486216e+00 1.614963140738303160e+00
-9.164884354186002113e+00 9.517034304149667889e+00 -3.418952085154781440e+00
3.452596257854575246e+00 6.017520232675684255e+00 -1.076583547149712317e+01
-9.556804162781329381e-01 1.176955711484144906e+01 -1.086590163130522413e+01
-4.373435644168732317e+00 1.706363677584496585e+01 -9.621629587059235433e+00
-6.407974920304425837e+00 4.899287645718234607e+00 -8.097318372381899110e+00
1.209018733987910466e+01 1.839990044702147287e+01 -2.558131638079196080e+00
-2.146327490588080700e+00 5.963533013732849497e+00 7.832690207894793311e+00
4.336812849881217957e+00 1.104240637204473741e+00 -3.540557971986508345e+00
-4.215999483742459475e+00 1.548476482718418090e+01 7.243482096566334683e+00
3.413818571491091247e-01 9.692041429040543221e+00 -4.771615207270147430e+00
1.698849818611734452e+00 1.476737397002935204e+01 1.391231680270865390e+01
5.002186117366359319e+00 9.249948571357736071e+00 1.282421676065126270e+01
-2.550064627144088991e+00 8.025091249224112211e-01 7.763262024796222960e+00
-9.089421676462368538e+00 4.567770544792468801e-01 -3.691917087284983356e+00
7.009538011562529425e-01 5.143246727869534851e+00 -4.806362582952687035e+00
6.800358282926954878e+00 1.422397660454066148e+01 1.179406034353348076e+01
4.583883378025303657e+00 9.911359325710987989e+00 -1.044767876536990414e+01
-8.122107905308647346e+00 1.069215336438172237e+01 3.838161389124095102e+00
6.237420917982235302e+00 1.218943181636803885e+01 -2.534786885510036947e-01
-6.707360437530399899e+00 7.921536134874282986e+00 5.588111610170003019e+00
8.949448252050931529e+00 1.483819360683368060e+01 9.981718861832538536e+00
1.235641248994405195e-01 2.015537003787570214e+01 -1.100610708785202974e+01
1.258769260584299943e+01 1.716764221855601491e+01 1.675244475962657242e+00
-4.474912425783237779e+00 1.113753044951586091e+01 7.126175542573119692e+00
1.681463443914563705e+00 1.404454695466188241e+01 -4.763663415048707606e+00
-6.739964793377398955e+00 1.844359045417778376e+01 5.556827716210451129e+00
-1.639600926306566064e+00 1.812865740160261296e+01 7.890311511564243041e+00
1.200790806018179602e+01 1.378717807971726650e+01 -2.823605728619115407e+00
7.166527329755841613e+00 3.146960473781900358e+00 -9.194645781324798151e+00
-3.391101562654188051e+00 1.182815947213084762e+01 -1.011912416746054433e+01
-9.259164700620216237e+00 3.480560940327439123e+00 -3.023927733618458014e+00
-9.445850908827850390e+00 1.678641565096911847e+01 -2.242300465957838829e-01
-6.968727019472910733e+00 1.232877550484396778e+01 5.327809699064403937e+00
-2.527342318850620995e+00 1.919782721427490202e+01 -1.045737024942168780e+01
5.657409709582909230e+00 1.201022745531203384e+01 3.934073226336428863e+00
-1.742454837295827952e+00 3.373818704493193099e+00 7.881249578908359865e+00
3.263627257285175887e+00 8.544431645540447207e+00 -4.259629182783803536e+00
3.703114121683400040e+00 1.818925399508004404e+01 6.318714108295691467e+00
-4.827571205902947860e+00 8.314384606599675820e+00 6.948803153602524318e+00
1.185238718221484433e+01 1.764254148160708624e+01 -3.275723307716349453e+00
8.124515135427532897e+00 4.747850140546330699e+00 1.077015434306064456e+01
-4.325523881388260605e+00 2.078207321004404307e+01 7.195156049514140228e+00
1.096068599638403995e+01 5.440243030739513763e+00 7.268929172360135915e+00
-9.356615597400711692e+00 1.494508966230051961e+01 -2.506444362790871239e+00
-9.291595801803898880e+00 3.023683464552002320e+00 -2.868060373719537370e+00
-5.228720558955435749e+00 1.598857632378395088e+01 -9.074167134845435356e+00
-6.275040834862496197e+00 2.038745675428569726e+01 -8.222935439737668162e+00
-3.052743046965816553e+00 1.431472076805240867e+01 7.646981027860965341e+00
5.320760328400607087e+00 1.740571820795025104e+01 -2.439413819888582413e+00
5.269848988417117353e-01 1.427105654598349638e+01 -4.793014080627514772e+00
-9.401811398791959817e+00 5.901515023916106273e+00 1.966269737594552869e-01
6.166099683930506892e+00 1.262288099754089643e+01 1.219940794066206635e+01
2.168070293910530077e-01 1.445425120896945259e+01 1.412014932702746961e+01
3.726383006562870470e+00 1.904582588602436344e+00 -1.070039859505392421e+01
2.192941426002959826e+00 5.468562244976027387e+00 -4.662054170264975816e+00
6.168463625798604966e+00 1.362326650512492243e+01 2.551732223475659644e+00
4.449671913809996937e+00 1.345685643482683957e+01 5.642950927284929641e+00
-4.751613849449922711e+00 5.054524040428521658e+00 6.988776370459939713e+00
-7.998879599456149236e+00 5.384622582918153100e+00 4.032456892348712962e+00
1.058863495488744588e+00 1.056915442150379825e+01 -1.104052884014117986e+01
1.129593271367843066e+01 1.363309918649325958e+01 6.628249101356566086e+00
-7.878217455690521120e+00 2.192992611138050663e+00 4.212551175214827914e+00
5.927648853199236179e+00 6.433722843235115008e+00 -1.296706084902899958e+00
1.155020296842313776e+01 1.536418055871903654e+01 -4.024075430434296052e+00
2.697015374582904634e+00 2.211830874886014264e+00 1.367916126951562106e+01
5.996778075888892445e+00 9.323573458599483388e+00 -1.114407763453119093e+00
-9.476655286827867286e+00 1.452223230935335074e+01 -8.845045335581056545e-01
6.117041241442910504e+00 2.055335980264399609e+01 -7.441129166239828230e-01
6.276867611560384752e+00 9.085091312798812879e+00 -3.889926773525909098e-02
1.062350043471859706e+01 1.700451082310742734e+01 -5.732638176585002299e+00
1.166638823334831443e+01 1.520444753797344362e+01 5.797693411555771448e+00
2.815499857540215006e-02 1.852771039884221693e+01 7.850344694493674780e+00
2.660794490552311320e+00 5.495198508216638800e+00 -1.091504884830810340e+01
2.530072704191105082e+00 9.872578000755362737e+00 7.071393072214491760e+00
5.875762121351007394e+00 7.148958479707587799e-01 3.450964940382458046e+00
-8.843406940992753817e+00 2.152352594056134993e+00 2.390414759778231257e+00
3.622342854537467183e+00 1.031714386118766136e+01 6.381242288782920546e+00
3.126531390718420567e-02 8.291137293998726676e+00 -4.718910845889068284e+00
1.240272463517588974e+01 9.665137996303368340e+00 3.256609448736925039e+00
-6.704765076927525769e-01 1.847778443768481438e+01 7.910176413020632680e+00
-8.653056657358451531e+00 5.100685501702073132e+00 2.841088722346272188e+00
-4.652684201687447896e+00 5.436653127283271658e+00 -9.455598302259659249e+00
8.995224412232555977e+00 2.084193918995512362e+01 -7.724642105645812329e+00
9.358271652931698270e+00 1.244617290464752735e+01 9.536478291104938165e+00
-1.640766926820481642e+00 1.612239109878912835e+00 7.890216270722895331e+00
6.342134676267197513e+00 6.241106424354097015e+00 1.478847242166022147e+00
-5.188904539664698667e+00 1.150250894042164163e+01 6.744697739488490384e+00
-9.392757921329316417e+00 8.606993382535931270e-01 -2.260581126896739068e+00
2.810602369928934419e+00 1.919426548088437912e+01 -1.089131736574385911e+01
2.511859176500856328e-01 1.096194518460223577e+01 -1.101550975280493638e+01
8.635412910628330607e+00 1.348352752219255635e+01 1.029785196569563510e+01
7.326304439627505438e+00 7.465804361989242466e+00 -9.088878781668947582e+00
1.976645150995739675e+00 6.955046694170081700e+00 -4.711783022676736543e+00
2.072008970199581412e+00 1.911967857056895781e+01 -4.691092777184233675e+00
1.244031523269321404e+01 2.078136800669736317e+01 -1.035423744645823207e+00
4.492202816560842749e+00 5.938314029405847627e+00 -3.401996330238084898e+00
-9.166890718381464964e+00 1.221351794057718543e+00 1.400172747850396027e+00
-9.035551655168264418e+00 1.316040139786363028e+01 1.849427299118942436e+00
3.150842912491142123e+00 2.062953498156711873e+01 -4.315173290387651406e+00
1.244055457126686548e+01 1.659116312464198018e+01 3.036506825339594595e+00
1.238032232860579285e+01 5.239019708945256149e+00 3.377156016523755966e+00
2.270651982316118644e+00 7.775918532379646475e-01 1.378823628168797200e+01
1.092661862996772904e+01 7.384149735220851163e+00 -5.242161879565703231e+00
1.128431082746419989e+01 2.071113461433111880e+01 6.651977199293948040e+00
1.095385698501359473e+00 1.617144480690304675e+01 7.633258600604949429e+00
4.071513018184437449e+00 1.043269734886833255e+01 -3.754385848250413549e+00
-9.248118992765936852e+00 5.542820442453043839e+00 -3.074262865451417692e+00
2.510970737134607500e+00 4.674662325955353914e+00 -4.570429540284331793e+00
8.896691478021174770e-01 5.938753456162517708e+00 1.404576274541962455e+01
7.400791465784462453e+00 1.873017199828757384e+01 1.136210795044553734e+01
2.444252574798348565e+00 6.838680703494693702e+00 -4.591513702728478918e+00
-4.003466026925194043e+00 9.517532590154711869e+00 7.331967529176067089e+00
4.515040824386519880e+00 2.059998643538436269e+01 5.573917257270920800e+00
1.026940095585920076e+01 1.706464736041422903e+00 -6.246399477809667644e+00
1.176653480010168096e+01 1.638177182863343972e+01 -3.503314015375617707e+00
3.555586149374275085e+00 8.762242752771328469e+00 -4.099778496556912621e+00
1.203345329952178666e+01 1.891435586085161447e+01 4.767937459105442422e+00
-6.971664083542354895e+00 2.047534997275931445e+01 5.324756430780763772e+00
-9.321658963311355350e+00 1.751394211885195773e+01 -2.710575940733038536e+00
-3.640235913890810693e+00 1.081774561734806994e+01 7.467543914014851403e+00
3.739455489142094802e+00 7.895114116615311595e+00 -3.986446669022316147e+00
7.666928030379348336e+00 2.037443276332572850e+01 -8.850385355830526990e+00
8.041899776954783974e-01 2.059675276010023026e+01 7.708191703990200594e+00
3.276897778223805791e+00 2.679437505888629723e+00 -4.252872445264343604e+00
4.064676307616950091e+00 1.663477060550500752e+01 6.015147076703613926e+00
5.903413721314024976e+00 1.568357603774351183e+01 -1.356668251657752178e+00
7.682400120312362191e+00 9.678941631256197553e+00 1.114166038259211255e+01
2.426012343175427410e-01 1.387875301177865062e+00 -4.757159953341127512e+00
-8.731921717875266609e+00 7.348025479198258658e+00 2.662492452595135450e+00
5.664093676126742416e+00 7.720391142613276969e+00 3.920663774504631771e+00
1.569432896822922530e+00 1.304378218056025851e+01 -4.778594224343315489e+00
-6.040288227935949550e+00 3.244868055136005847e+00 6.162824456061949618e+00
3.412185912336568538e+00 4.622780547119866412e+00 -1.077488384171323332e+01
4.458069364409044333e+00 1.189953709980492391e+01 5.634185580720300734e+00
1.256059713451498006e+01 1.199635910859239196e+01 -7.006457764404279420e-02
6.297041758603725725e+00 8.121121134410154596e+00 1.891491995509673840e+00
-9.477289547971301076e+00 1.003152995637814371e+01 -9.850884413217283475e-01
6.360894054897625161e+00 1.672773955885795871e+01 1.025554110551510023e+00
-6.290136804823659666e+00 1.337871459345431369e+01 5.961325934352257327e+00
4.995344015973843810e+00 1.805137711905907594e+01 5.002095341260727857e+00
7.421399571880277213e-01 1.084576763778541419e+01 7.722598274321224032e+00
3.632759980126672339e+00 2.904715469725650312e+00 6.373279555564721477e+00
1.335626954028246605e+00 2.454061995275249597e+00 7.562119951983230060e+00
2.106036943371244252e+00 4.476019808985881809e+00 7.273364915968686617e+00
2.571020240958074687e+00 1.633765781270180995e+01 -4.550591258305700215e+00
7.669567381652247384e+00 1.067633653869479460e+01 1.115197007898836290e+01
3.891204377681627857e+00 7.793709668741677810e+00 -3.884971760483844960e+00
9.586549627099254067e+00 8.275707850688464262e+00 -7.099158619735669973e+00
3.829434358879881817e+00 1.902847210859548888e+00 -3.927175423178593139e+00
3.745487946702491744e+00 1.187383457642677520e+01 6.285175890696680590e+00
-6.936668886399835365e+00 1.835495858762286403e+01 -7.549537678091144954e+00
1.165234712173443121e+01 6.646258399019222551e+00 -3.786616389315264009e+00
9.410994639382698423e+00 2.134354434296260594e-01 -7.294499543170718248e+00
-9.073746289610198801e+00 2.041074593478258947e+01 -3.745012422346083447e+00
1.891549466559334869e+00 2.570182012138901406e+00 7.363462726294956795e+00
-8.129211695625489398e+00 3.121708531868685466e+00 3.826615152413579413e+00
2.132870139247221797e+00 1.151522361115674187e+01 7.261539218720728606e+00
6.091012411991114206e+00 2.713766061888962966e+00 -8.315195497143700321e-01
-5.534866500673280676e+00 9.762968852983398449e+00 -8.848020537728011448e+00
-1.849451665313207593e-01 2.245579656114187195e-01 7.875290204683882855e+00
-5.463454341920912505e+00 5.261996735842974893e+00 6.573372068690210845e+00
4.851644955397460990e+00 2.000226437760366238e+01 -1.035341067415884098e+01
9.578507337873588767e+00 9.102986120912364143e-01 9.278897811838570320e+00
3.652206441198359244e+00 1.868392987345513845e+01 6.358334998304309593e+00
-3.264486696972283220e+00 4.861360364598368733e+00 -1.017419864249696104e+01
5.885684825440552714e+00 6.921745800565735962e+00 -1.399388307765253581e+00
-7.537978269976755019e-01 6.072215863413408243e+00 7.913132184409882974e+00
6.213497667901789256e+00 1.340478421840605350e+01 -3.663717844491939379e-01
3.509953570982357274e+00 3.892959064330871577e+00 -4.126347752283658465e+00
1.621830944428077625e+00 1.829321598786631142e+01 1.392712371938837990e+01
-6.932279554375894826e+00 1.904980837282450068e+01 -7.554434796753609405e+00
-5.716355314174740521e+00 1.409675357938066576e+01 6.402225054902558554e+00
-5.950286022423879828e+00 4.182493896386888288e+00 -8.511894249606674734e+00
-5.588821207654653733e+00 1.369762203239647036e+01 6.490185778050369336e+00
2.591784101911134286e+00 1.648430877619198043e+01 -4.543540162689859052e+00
1.058014682355075742e+01 2.175738985544226622e+00 7.906688747944267348e+00
5.680028620200145539e+00 6.090075648884690551e+00 -1.001269051718055181e+01
1.106186682548391786e+01 2.070710474374123322e+01 -5.005045229171832588e+00
-4.195584829423014028e+00 3.620617267216936774e+00 7.252282682155403393e+00
-6.511006849799776397e+00 1.852998277900907098e+01 5.769823718094794884e+00
-6.927038803000874267e+00 2.062321807864622158e+01 5.370829310457951422e+00
1.216360945756807865e+01 3.704196472451898980e+00 4.318695853885933467e+00
-2.610672272425254015e+00 4.814750460298412804e+00 7.751013381973791638e+00
-2.577587613072533035e+00 1.826512423521552719e+01 7.757759267105028833e+00
-7.050280986194509047e+00 4.073164443742403051e+00 5.241910390672236630e+00
1.260565305821600468e+01 1.821743848178807212e+01 9.131386377871009152e-01
4.656080372849432436e+00 1.886182923867675143e+01 -1.042299905111702074e+01
6.478762256326008107e+00 1.124835667786051907e+01 1.200576438584895378e+01
5.477068360423356097e+00 4.341149641813995430e+00 -1.010324652457372707e+01
8.102366689431326208e+00 1.632284808428731138e+00 -8.517900360174797569e+00
-9.141779484618304252e+00 1.062032120644342825e+01 1.492993769835712081e+00
4.471143434037562869e+00 1.464586087246049040e+01 -3.421396830445007975e+00
1.259447725513368788e+01 1.572331310399290238e+01 1.534458110359779415e+00
3.664862445944288005e+00 1.044408393340841013e+00 6.348552653468396478e+00
4.607485701725429372e+00 1.590379227756181990e+01 1.300458204164614706e+01
1.035317146132547705e+01 1.862556533112994828e+01 -6.129919128321010824e+00
4.371558637386122825e+00 3.916723481464247314e+00 -3.510478068452089762e+00
1.119275367724221582e+01 1.331886035501375964e+01 6.834799945181562641e+00
4.727200007334209531e+00 8.278930191550819551e-01 -3.171116334654256796e+00
8.580405675389339848e+00 1.768337804778435540e+01 -8.113424972051161532e+00
4.234528056248523242e+00 6.058887361898935175e+00 -3.626235344321408594e+00
7.316744713834952840e+00 6.498382270308853847e+00 1.142561014706786082e+01
-2.402455103918400781e+00 4.340338676730334022e+00 7.791089923953129492e+00
5.685596033525651904e+00 9.596790202754480248e+00 -1.827730991084437928e+00
7.459381582743951355e-01 1.440506383213234365e+01 7.721731964476305166e+00
4.750113752472602258e+00 1.961617129381098223e+01 -3.147095711285325503e+00
-9.239593961888747486e+00 6.251286748108530134e+00 -3.112263517204536090e+00
4.998583697462809283e+00 2.049910971003306059e+01 -1.029846093290256448e+01
1.559950604705203414e+00 1.816089997812469292e+01 -1.102631631918429989e+01
1.004898947713659396e+01 6.888748881124363344e+00 -6.539493212004729550e+00
-4.825280180645359906e-01 3.422540433682746741e+00 7.900261251157960629e+00
5.974391489613854134e+00 1.473220919220988101e+01 1.231247074679685127e+01
8.817382071823670842e+00 2.511868222262346961e+00 -7.895937576686840487e+00
5.661564965277387174e+00 1.853905656359181719e+01 -1.873739416589386364e+00
1.050299573006191478e+00 6.805974698813512802e+00 -1.104057430089788561e+01
-9.003239593777648153e+00 1.946745741614559222e+01 -3.971309007937364743e+00
2.471062031966484440e+00 4.988772025737473470e+00 7.101481586347706987e+00
8.571546069905659593e+00 1.911015146740427539e+01 1.035962996645882406e+01
1.075354281321219752e+01 9.191172805312708860e+00 -5.528605608211694999e+00
5.923497301266702486e+00 4.796355087189755118e+00 -1.307111291367725636e+00
-6.921673577920745224e+00 1.348024186621701048e+01 -7.566241592005030547e+00
3.846890183286527432e+00 1.725660899178314267e+01 6.202794841120758740e+00
-3.456676618411976598e+00 1.339837424332741556e+01 -1.008982720695913571e+01
3.048400035689388332e+00 1.655090231343263696e+01 -4.362767137954563168e+00
-1.839190014034876253e+00 9.069399499762763384e+00 -1.066745389985359971e+01
-8.271381275923893384e+00 9.197596163965274130e+00 -5.664845632805984188e+00
1.182017872317575247e+01 1.899409541154617997e+01 -3.362721124406758300e+00
1.260142401006729074e+01 1.639104198081546926e+01 1.334083861055289422e+00
2.269770011029545564e+00 3.635805488149088216e+00 1.378844709485816011e+01
4.470343931208224930e+00 7.527739460056041665e+00 5.621319236639314987e+00
-7.512389017287759430e+00 1.555691920524384741e+01 -6.845925548315552334e+00
1.198866098384736567e+01 1.094835081807485722e+01 4.909768196490762016e+00
9.316199350748624042e+00 2.417986618634665685e+00 9.584205143698907747e+00
-5.287568118529556216e+00 1.867266503682163048e+01 6.684801456839520206e+00
1.314443317887254770e+00 3.075946638229507535e+00 -1.103611769219480898e+01
5.389489056633690822e+00 1.770365456318919328e+01 -2.336404081060544868e+00
1.053774126483226503e+01 1.463286057843159504e+01 -5.862411773939162352e+00
3.223346554319425739e+00 4.761061503005072915e+00 6.664995205072141715e+00
1.320983061232065214e+00 2.035497042589569716e+01 -4.802449654722096284e+00
1.206966764667827263e+01 2.137049854218313616e+00 4.648895675737475308e+00
3.846343587934403896e+00 2.084447728253580934e+01 6.203247108094781304e+00
-9.115392911135932197e-01 4.039011205043690822e+00 -1.087380107880747282e+01
6.354787024297428033e+00 1.063906779400043057e+01 1.269710636434839390e+00
3.543870365716371151e-01 1.481914780098810525e+01 -1.102202008644363040e+01
-9.368062244541988548e+00 4.167229765626086824e+00 4.364423655597561291e-01
5.204245692479543273e+00 1.675764421030301321e+01 4.709356902421495406e+00
5.867411703223476493e+00 1.026588619566408589e+01 3.471455674842049532e+00
6.196450142414553497e+00 1.294119271128318971e+01 -4.410521076817597863e-01
-9.410039337893460143e+00 2.655711412315038711e+00 -2.124015371109193584e+00
2.254648674877508974e+00 1.500840714822736466e+01 -4.646018113667209626e+00
1.143602531327819172e+01 1.452327975074350519e+01 6.332125674860583864e+00
-8.144473078430024771e+00 1.081458633962522242e+01 -5.889608348252468595e+00
-9.075020167684332506e+00 1.259876790595557949e+01 -3.740738620800563741e+00
-5.877346277314623002e+00 1.811026275925701867e+01 6.286194947518866982e+00
2.995187952550455446e+00 9.371445871887816637e+00 -4.386439904812017510e+00
6.655491989099954431e+00 2.913242875465993365e+00 1.189104241406659668e+01
1.255299819929991578e+01 1.457865974278223575e+01 -1.557442272870505073e-01
-4.508480005797277812e+00 5.541949757156340972e+00 -9.542795807412282727e+00
-8.189868415646666122e+00 8.804047001042837550e+00 3.726390738697543448e+00
6.244064097181394324e+00 6.539652610764814078e+00 2.208615623409484030e+00
5.617616968552787249e+00 1.944789132987766322e+01 -1.955416824871313519e+00
5.771107022072363257e+00 1.409483962844017846e+01 3.695095849806270927e+00
5.769504801424554685e+00 1.704885911537667553e+01 1.242871641372266467e+01
8.270053877311287494e+00 1.685934232120367327e+01 1.064055883788480905e+01
-8.613726016376363148e+00 1.013689089326848958e+01 -4.978226467830701552e+00
1.187709818947655371e+01 3.154818549900949565e-01 -3.207568977190883075e+00
-9.304973161508007351e+00 6.742670649007768802e+00 7.985086947894832754e-01
-6.367587144594696547e+00 1.737849572461275827e+01 -8.135957839903424471e+00
3.271008851578488752e+00 9.151192303673689743e-01 6.633177514191602953e+00
1.256517760036756570e+01 9.590594337555673476e+00 2.010806167550831081e+00
-3.610275552103433760e+00 5.115251515871841903e+00 -1.001910241752579900e+01
-3.262814001926189977e+00 1.328548001882600893e+01 7.588323776866644721e+00
6.351754992876051276e+00 1.515383866269822377e+01 6.456333330978408780e-01
6.082198767230654113e+00 1.295777100545931404e+01 2.865709930451980192e+00
1.026340528668306895e+01 2.557559967884718954e+00 8.381935123300637613e+00
6.286927402294064215e+00 1.647551252258460153e+01 2.380984755403449046e-02
-3.488650641323512325e+00 1.082246981496620464e+01 -1.007534867203223428e+01
-4.234549273602578046e-01 5.311586653689375215e-01 7.896211633921964790e+00
6.281057976452684155e-01 1.383508144974296350e+01 -1.103457261014538737e+01
1.147275707971280667e+01 6.447252149983416558e+00 6.251163348113615292e+00
3.284141930100668016e-01 1.681501007332062869e+01 -4.769840072544032417e+00
1.106523274966269987e+01 3.214045730497175235e+00 -4.998982125610886840e+00
4.220376390090845753e+00 1.058744688924111088e+01 -3.637760972799504167e+00
-7.304864002501012088e+00 7.750232705313597315e+00 4.957925250634943382e+00
-8.824851427935742620e+00 2.027442121582158663e+01 2.437484969427540893e+00
-8.156644790848011084e+00 1.566074212532432064e+01 3.781653815794862705e+00
7.682156442728934609e-01 4.691323879320168366e+00 7.716610063379906848e+00
-7.219886416692395947e+00 3.214073458937906302e+00 -7.219439337677235002e+00
5.503371382667078038e+00 1.855725422216174181e+01 4.224575956248182607e+00
6.326760174460730468e+00 2.002635326076249100e+01 1.649244287659217933e+00
-4.001603252709702296e+00 1.152846912408600311e+01 7.332712687392128004e+00
3.851164327421895628e+00 8.069726644681143313e+00 -1.066816538561268146e+01
1.179284665552023714e+00 2.394472415901927498e+00 7.609388070524937930e+00
-6.622519411074073936e+00 1.942260679712260796e+01 -7.884779585167323468e+00
-9.447836453415032310e+00 1.851119208539336825e+01 -2.488742279791848755e-01
6.252608647292905886e+00 6.812291371542485763e+00 2.163360335716038918e+00
1.146789096261849927e+01 3.028106202406879888e+00 6.261973837768019635e+00
-6.984764505108973509e-01 7.486489371189790631e+00 -1.090929838488193582e+01
-9.477266472687157162e+00 1.905480801881314079e+01 -9.715889125017675987e-01
6.265167117200991065e+00 7.480933698181303271e+00 -1.071565726927658224e-01
6.336108376507608497e+00 1.418757937870784502e+01 1.551816582581001969e+00
8.151360123286693238e+00 9.058296071585159481e+00 -8.478424643276605721e+00
4.264616662722661822e+00 1.999140809780834971e+01 1.314927766946835419e+01
2.257492256673994113e+00 1.491012106033690543e+01 1.379137548688800052e+01
9.938930937929143283e+00 1.299781330182301886e+01 8.826662570079689019e+00
3.120792924314803596e+00 7.007864147334983418e-01 -4.329412592567290829e+00
-7.231868380731484081e+00 1.666517444280200522e+01 -7.204826868575748833e+00
5.474083239364037290e+00 1.683566593068417383e-01 1.258826161301901436e+01
1.215766642997104618e+01 1.748999958249678244e+00 -2.322870090783352381e+00
3.208938553727645804e+00 5.406832532246879985e+00 -4.286979926848291989e+00
6.350803822820775935e+00 1.695157770372180295e+01 6.284908381122404908e-01
4.760968109403785675e+00 6.805142264441875533e+00 -3.135617188529869814e+00
4.951847092637537529e+00 1.161632614813568765e+01 -1.031618894865976443e+01
6.537162210969862386e+00 2.203356450738892303e+00 1.196828458242806903e+01
5.194187605249995343e+00 9.370006194810585498e+00 -2.617445089954325788e+00
1.464933749523996021e+00 5.786701243605996581e+00 7.520236885543008398e+00
2.283386220271498512e+00 1.402711437976384445e+01 -1.096565841586939527e+01
3.382644288503638741e+00 8.776550695828218451e+00 6.556512361066881844e+00
6.150184323486630689e+00 1.082885007010597178e+01 -6.251911120464962446e-01
2.649594960476211014e+00 2.047726733418260281e+01 7.008399779279562480e+00
-6.982981186164377796e+00 1.325598850142452712e+01 -7.497477549940845698e+00
-4.528060862365419936e+00 2.569500299389236186e+00 7.100766264916834380e+00
1.344327889943994769e+00 5.823002180752929746e+00 -4.800749908410285371e+00
1.219182899422087729e+01 1.406388741340450999e+01 4.212434157103650989e+00
4.201537616090568861e+00 1.637811035433718843e+01 5.889150814900233399e+00
-6.926707092656639198e+00 1.397124576011551333e+01 -7.560642782127318995e+00
2.448897805701234276e+00 9.012984601224166781e+00 1.374438181901447642e+01
1.786848274729157859e+00 1.943590181026626595e+01 7.404648607708764985e+00
4.221583710042132509e+00 5.839061001862678957e+00 -3.636780737205490777e+00
8.995367461805036768e+00 1.984393247993564913e+01 9.933688627578753483e+00
3.239186327926082409e+00 6.768940775304974622e+00 6.654480788296792682e+00
3.835623571065946980e-01 1.337238123122389410e+01 -4.777134783403949037e+00
-1.964225917491459583e+00 7.655875727449868329e+00 7.857153014246391898e+00
5.543575041296130657e+00 1.267601622124966187e+00 1.255157133042153461e+01
1.055489667533541898e+01 1.268444692233661897e+01 -5.836741995486701029e+00
5.137940970329336610e-01 9.040289404306738774e+00 -4.791738785416145952e+00
-8.501078472662381813e+00 1.569667034699264718e+01 3.158876834644071874e+00
1.012904303668512185e+01 7.612736286085727500e+00 -6.435192467479573963e+00
2.073779592256282112e-01 1.156746026806047034e+01 7.824737398903069518e+00
-4.090951923653398659e+00 8.405558841767204470e+00 -9.778023517495268990e+00
4.640894431836374956e+00 2.752215069101907385e+00 -1.042823515748743191e+01
8.908523867167820853e+00 3.378153895355642256e+00 1.002412475244748258e+01
8.500998118046855012e+00 6.703002610434237063e+00 -8.183688187005692782e+00
2.852456902097816993e+00 1.336641222039196464e+01 -4.446478465290762294e+00
3.764477493998507729e+00 3.748934403202366816e+00 6.269978397007902160e+00
6.060237293761882249e+00 1.937407725101201095e+01 -9.291472502231573616e-01
1.252677821432655136e+01 1.907044457007249605e+01 2.409436949785964899e+00
5.297245407430328790e+00 1.146663234854455560e+01 -1.017957862592926510e+01
-6.923061136216562161e+00 1.424618950235903458e+00 5.374903209835228957e+00
2.961936114995504354e+00 6.700026290241039462e+00 6.830232697018350230e+00
-3.391359390509603444e-01 4.034605386836859209e-01 7.889654582656274506e+00
-4.949691784263798411e+00 5.827661937142172732e+00 -9.265771099318010684e+00
5.936717236217920579e+00 2.017835583932814814e+01 -1.273778540489993283e+00
-8.625332445379413571e+00 1.982443787642043276e+01 -4.952405427625495626e+00
-4.572648075613646945e+00 1.375129625907915809e+01 -9.504384685778076047e+00
-2.983365247196676950e+00 5.349094364175987160e+00 7.665034931802147788e+00
2.803362954464784895e+00 2.047514567948438469e+01 -4.465985738726557130e+00
